timestamp,voltage,current,power_factor,frequency,active_power,energy
2025-01-16 05:00:00,228.6,2.18,0.851,49.971,423.96,0.42396
2025-01-16 06:00:00,236.24,2.472,0.865,49.996,504.96,0.50496
2025-01-16 07:00:00,229.83,3.403,0.868,49.995,678.86,0.67886
2025-01-16 08:00:00,233.05,3.951,0.877,50.088,808.08,0.80808
2025-01-16 09:00:00,230.66,3.795,0.848,49.988,741.88,0.74188
2025-01-16 10:00:00,233.11,3.02,0.841,50.035,592.33,0.59233
2025-01-16 11:00:00,229.67,3.369,0.861,50.063,666.04,0.66604
2025-01-16 12:00:00,231.91,3.519,0.857,50.023,699.28,0.69928
2025-01-16 13:00:00,230.4,3.379,0.874,49.976,680.58,0.68058
2025-01-16 14:00:00,233.98,3.066,0.846,49.955,606.91,0.60691
2025-01-16 15:00:00,231.45,3.642,0.866,50.026,729.99,0.72999
2025-01-16 16:00:00,232.79,3.092,0.855,50.058,615.61,0.61561
2025-01-16 17:00:00,227.19,3.129,0.872,50.019,620.15,0.62015
2025-01-16 18:00:00,228.33,6.149,0.919,50.043,1290.77,1.29077
2025-01-16 19:00:00,229.59,5.651,0.921,50.091,1194.48,1.19448
2025-01-16 20:00:00,229.09,5.861,0.922,50.029,1238.41,1.23841
2025-01-16 21:00:00,230.74,5.427,0.921,49.961,1153.63,1.15363
2025-01-16 22:00:00,230.56,2.935,0.865,50.002,585.67,0.58567
2025-01-16 23:00:00,232.0,2.091,0.839,50.048,407.22,0.40722
2025-01-17 00:00:00,234.61,1.376,0.808,49.991,261.0,0.261
2025-01-17 01:00:00,228.42,1.34,0.822,50.053,251.6,0.2516
2025-01-17 02:00:00,233.52,1.383,0.826,49.998,266.74,0.26674
2025-01-17 03:00:00,231.92,1.316,0.827,50.012,252.62,0.25262
2025-01-17 04:00:00,230.84,1.385,0.818,49.988,261.57,0.26157
2025-01-17 05:00:00,232.94,1.534,0.841,50.006,300.34,0.30034
2025-01-17 06:00:00,234.08,2.131,0.841,50.007,419.51,0.41951
2025-01-17 07:00:00,232.43,3.764,0.864,49.944,756.12,0.75612
2025-01-17 08:00:00,230.35,3.737,0.868,49.985,747.22,0.74722
2025-01-17 09:00:00,232.31,3.441,0.888,49.957,710.22,0.71022
2025-01-17 10:00:00,232.55,3.191,0.869,49.986,645.18,0.64518
2025-01-17 11:00:00,231.09,2.89,0.867,49.972,578.86,0.57886
2025-01-17 12:00:00,229.56,3.523,0.857,50.035,693.01,0.69301
2025-01-17 13:00:00,229.89,3.226,0.855,50.036,633.98,0.63398
2025-01-17 14:00:00,232.65,3.06,0.852,50.02,606.72,0.60672
2025-01-17 15:00:00,231.45,2.582,0.851,49.956,508.64,0.50864
2025-01-17 16:00:00,229.21,3.146,0.858,49.997,619.1,0.6191
2025-01-17 17:00:00,227.32,4.076,0.874,49.953,809.63,0.80963
2025-01-17 18:00:00,230.42,5.612,0.911,49.995,1177.96,1.17796
2025-01-17 19:00:00,227.82,5.825,0.909,50.023,1206.8,1.2068
2025-01-17 20:00:00,229.02,6.159,0.925,50.035,1304.75,1.30475
2025-01-17 21:00:00,232.01,4.564,0.904,50.017,957.39,0.95739
2025-01-17 22:00:00,228.42,3.601,0.853,50.044,701.7,0.7017
2025-01-17 23:00:00,231.38,2.651,0.854,50.009,524.1,0.5241
2025-01-18 00:00:00,232.11,1.433,0.841,49.992,279.63,0.27963
2025-01-18 01:00:00,233.15,1.385,0.824,50.031,266.01,0.26601
2025-01-18 02:00:00,234.81,1.239,0.818,50.032,237.85,0.23785
2025-01-18 03:00:00,230.32,1.055,0.829,49.982,201.32,0.20132
2025-01-18 04:00:00,233.51,1.375,0.816,50.013,261.93,0.26193
2025-01-18 05:00:00,233.66,2.221,0.842,49.99,437.18,0.43718
2025-01-18 06:00:00,230.83,3.069,0.848,49.93,600.68,0.60068
2025-01-18 07:00:00,229.89,4.342,0.865,50.015,863.82,0.86382
2025-01-18 08:00:00,230.32,4.899,0.897,49.955,1011.94,1.01194
2025-01-18 09:00:00,230.68,4.393,0.873,50.011,885.12,0.88512
2025-01-18 10:00:00,231.98,3.295,0.864,49.946,660.46,0.66046
2025-01-18 11:00:00,231.59,3.673,0.884,49.975,752.08,0.75208
2025-01-18 12:00:00,228.94,3.532,0.888,49.985,718.26,0.71826
2025-01-18 13:00:00,232.85,3.121,0.862,50.042,626.39,0.62639
2025-01-18 14:00:00,233.29,2.94,0.868,49.981,595.31,0.59531
2025-01-18 15:00:00,231.81,2.627,0.855,49.962,520.39,0.52039
2025-01-18 16:00:00,228.33,3.259,0.858,50.013,638.55,0.63855
2025-01-18 17:00:00,229.99,4.283,0.863,49.992,850.61,0.85061
2025-01-18 18:00:00,228.72,6.11,0.945,50.028,1320.09,1.32009
2025-01-18 19:00:00,224.65,8.364,0.93,49.965,1746.58,1.74658
2025-01-18 20:00:00,228.32,5.508,0.927,50.007,1165.97,1.16597
2025-01-18 21:00:00,226.44,5.594,0.918,50.086,1163.52,1.16352
2025-01-18 22:00:00,231.85,3.542,0.859,49.992,705.35,0.70535
2025-01-18 23:00:00,231.61,2.838,0.858,50.007,564.0,0.564
2025-01-19 00:00:00,229.17,1.788,0.855,49.942,350.57,0.35057
2025-01-19 01:00:00,233.16,1.278,0.84,49.97,250.15,0.25015
2025-01-19 02:00:00,232.16,1.661,0.826,50.016,318.47,0.31847
2025-01-19 03:00:00,233.46,1.302,0.817,49.988,248.39,0.24839
2025-01-19 04:00:00,231.76,1.394,0.827,50.022,267.22,0.26722
2025-01-19 05:00:00,230.69,1.835,0.833,50.015,352.37,0.35237
2025-01-19 06:00:00,229.87,2.888,0.868,49.954,576.16,0.57616
2025-01-19 07:00:00,229.07,4.348,0.894,50.036,890.36,0.89036
2025-01-19 08:00:00,230.15,4.358,0.868,49.957,870.32,0.87032
2025-01-19 09:00:00,230.7,3.873,0.881,49.973,787.21,0.78721
2025-01-19 10:00:00,230.44,3.494,0.866,50.008,697.37,0.69737
2025-01-19 11:00:00,229.82,3.742,0.873,50.055,751.11,0.75111
2025-01-19 12:00:00,230.21,3.417,0.869,49.965,683.55,0.68355
2025-01-19 13:00:00,235.75,2.841,0.869,50.005,581.66,0.58166
2025-01-19 14:00:00,229.28,3.609,0.881,50.005,728.61,0.72861
2025-01-19 15:00:00,230.17,3.059,0.851,50.023,598.91,0.59891
2025-01-19 16:00:00,236.26,3.922,0.879,50.041,814.18,0.81418
2025-01-19 17:00:00,230.63,4.561,0.886,49.986,932.23,0.93223
2025-01-19 18:00:00,226.41,5.818,0.898,50.035,1183.16,1.18316
2025-01-19 19:00:00,229.24,6.901,0.939,50.047,1485.39,1.48539
2025-01-19 20:00:00,225.08,8.084,0.958,50.062,1744.02,1.74402
2025-01-19 21:00:00,229.58,6.748,0.922,50.018,1427.89,1.42789
2025-01-19 22:00:00,229.98,4.0,0.878,50.006,807.98,0.80798
2025-01-19 23:00:00,230.59,2.771,0.852,49.983,544.56,0.54456
2025-01-20 00:00:00,234.99,1.842,0.838,49.949,362.78,0.36278
2025-01-20 01:00:00,233.54,1.324,0.815,49.99,252.05,0.25205
2025-01-20 02:00:00,234.22,1.397,0.812,50.004,265.46,0.26546
2025-01-20 03:00:00,233.36,1.262,0.809,49.996,238.38,0.23838
2025-01-20 04:00:00,231.67,1.363,0.839,50.021,264.85,0.26485
2025-01-20 05:00:00,233.34,1.693,0.822,49.949,324.54,0.32454
2025-01-20 06:00:00,233.88,2.347,0.84,49.994,461.05,0.46105
2025-01-20 07:00:00,231.45,2.904,0.878,50.07,590.45,0.59045
2025-01-20 08:00:00,234.03,3.462,0.86,50.035,697.04,0.69704
2025-01-20 09:00:00,232.54,3.185,0.866,50.022,641.22,0.64122
2025-01-20 10:00:00,231.64,2.875,0.867,50.014,577.13,0.57713
2025-01-20 11:00:00,231.14,3.558,0.881,49.987,724.07,0.72407
2025-01-20 12:00:00,230.92,3.677,0.857,49.939,728.15,0.72815
2025-01-20 13:00:00,229.09,2.856,0.847,50.016,553.92,0.55392
2025-01-20 14:00:00,231.01,3.008,0.861,49.914,598.34,0.59834
2025-01-20 15:00:00,231.83,2.632,0.871,49.989,531.34,0.53134
2025-01-20 16:00:00,230.35,3.139,0.852,50.0,616.26,0.61626
2025-01-20 17:00:00,230.94,4.036,0.874,49.984,814.98,0.81498
2025-01-20 18:00:00,229.03,5.519,0.917,50.076,1159.03,1.15903
2025-01-20 19:00:00,230.13,5.75,0.925,50.064,1224.42,1.22442
2025-01-20 20:00:00,229.23,6.492,0.943,50.036,1403.67,1.40367
2025-01-20 21:00:00,230.42,4.304,0.876,49.968,868.74,0.86874
2025-01-20 22:00:00,228.25,3.638,0.864,50.067,717.9,0.7179
2025-01-20 23:00:00,234.18,3.222,0.866,50.022,653.16,0.65316
2025-01-21 00:00:00,231.97,1.676,0.845,49.967,328.36,0.32836
2025-01-21 01:00:00,232.06,1.725,0.83,50.001,332.22,0.33222
2025-01-21 02:00:00,232.73,0.214,0.804,50.034,40.0,0.04
2025-01-21 03:00:00,232.47,0.217,0.794,49.979,40.0,0.04
2025-01-21 04:00:00,236.12,0.206,0.823,50.005,40.0,0.04
2025-01-21 05:00:00,234.62,1.797,0.836,50.011,352.37,0.35237
2025-01-21 06:00:00,232.32,2.549,0.86,49.961,509.5,0.5095
2025-01-21 07:00:00,230.2,3.956,0.878,49.991,799.5,0.7995
2025-01-21 08:00:00,231.81,3.574,0.871,49.964,721.59,0.72159
2025-01-21 09:00:00,230.77,3.723,0.857,50.03,735.83,0.73583
2025-01-21 10:00:00,230.5,3.506,0.845,49.968,682.8,0.6828
2025-01-21 11:00:00,231.77,2.979,0.871,50.01,601.32,0.60132
2025-01-21 12:00:00,230.3,3.116,0.861,49.951,617.79,0.61779
2025-01-21 13:00:00,231.39,3.285,0.866,49.96,658.3,0.6583
2025-01-21 14:00:00,226.6,8.889,0.928,49.959,1868.22,1.86822
2025-01-21 15:00:00,226.38,10.006,0.931,49.99,2108.81,2.10881
2025-01-21 16:00:00,225.66,8.061,0.951,50.006,1729.13,1.72913
2025-01-21 17:00:00,231.79,3.713,0.892,50.013,767.68,0.76768
2025-01-21 18:00:00,228.56,4.242,0.876,49.938,849.68,0.84968
2025-01-21 19:00:00,228.31,5.141,0.911,49.994,1068.75,1.06875
